file,DertResNet50,YOLOv8,insightface,SAHI_YOLOv8,YOLOv8x_BB158_500_t16_b
2022-09-04_14-43-18.jpg,10.000,10.000,10.000,10.000,10.000
2022-09-04_15-31-23.jpg,54.000,54.000,54.000,54.000,54.000
2022-09-05_17-50-16.jpg,37.000,37.000,37.000,37.000,37.000
2022-09-06_15-40-16.jpg,19.000,19.000,19.000,19.000,19.000
2022-09-07_15-26-00.jpg,22.000,22.000,22.000,22.000,22.000
2022-09-07_17-45-59.jpg,9.000,9.000,9.000,9.000,9.000
2022-09-08_08-50-16.jpg,2.000,2.000,2.000,2.000,2.000
2022-09-08_13-40-17.jpg,24.000,24.000,24.000,24.000,24.000
2022-09-08_15-00-15.jpg,31.000,31.000,31.000,31.000,31.000
2022-09-09_11-10-16.jpg,13.000,13.000,13.000,13.000,13.000
2022-09-09_12-00-15.jpg,3.000,3.000,3.000,3.000,3.000
2022-09-09_12-30-16.jpg,21.000,21.000,21.000,21.000,21.000
2022-09-09_12-50-15.jpg,20.000,20.000,20.000,20.000,20.000
2022-09-09_16-40-16.jpg,25.000,25.000,25.000,25.000,25.000
2022-09-10_14-41-54.jpg,9.000,9.000,9.000,9.000,9.000
2022-09-10_17-57-26.jpg,53.000,53.000,53.000,53.000,53.000
2022-09-10_18-17-26.jpg,50.000,50.000,50.000,50.000,50.000
2022-09-11_12-00-16.jpg,28.000,28.000,28.000,28.000,28.000
2022-09-11_12-40-15.jpg,21.000,21.000,21.000,21.000,21.000
2022-09-11_14-20-16.jpg,12.000,12.000,12.000,12.000,12.000
2022-09-11_15-10-15.jpg,48.000,48.000,48.000,48.000,48.000
2022-09-11_18-30-16.jpg,19.000,19.000,19.000,19.000,19.000
2022-09-13_08-00-16.jpg,3.000,3.000,3.000,3.000,3.000
2022-09-13_13-35-37.jpg,2.000,2.000,2.000,2.000,2.000
2022-09-13_14-44-11.jpg,15.000,15.000,15.000,15.000,15.000
2022-09-13_18-24-10.jpg,9.000,9.000,9.000,9.000,9.000
2022-09-14_16-50-16.jpg,11.000,11.000,11.000,11.000,11.000
2022-09-17_16-10-16.jpg,54.000,54.000,54.000,54.000,54.000
2022-09-18_18-30-15.jpg,12.000,12.000,12.000,12.000,12.000
2022-09-19_17-33-01.jpg,12.000,12.000,12.000,12.000,12.000
2022-09-19_18-03-10.jpg,16.000,16.000,16.000,16.000,16.000
2022-09-22_13-23-02.jpg,6.000,6.000,6.000,6.000,6.000
2022-09-22_17-23-02.jpg,2.000,2.000,2.000,2.000,2.000
2022-09-24_14-00-16.jpg,13.000,13.000,13.000,13.000,13.000
2022-09-25_14-45-16.jpg,2.000,2.000,2.000,2.000,2.000
2022-09-28_11-50-16.jpg,7.000,7.000,7.000,7.000,7.000
2022-09-29_08-00-15.jpg,3.000,3.000,3.000,3.000,3.000
2022-09-29_12-40-15.jpg,5.000,5.000,5.000,5.000,5.000
2022-09-29_17-40-16.jpg,5.000,5.000,5.000,5.000,5.000
2022-09-30_07-50-16.jpg,5.000,5.000,5.000,5.000,5.000
2022-09-30_10-30-16.jpg,6.000,6.000,6.000,6.000,6.000
2022-10-01_07-10-15.jpg,3.000,3.000,3.000,3.000,3.000
2022-10-01_07-30-16.jpg,6.000,6.000,6.000,6.000,6.000
2022-10-01_07-50-16.jpg,5.000,5.000,5.000,5.000,5.000
2022-10-01_14-04-53.jpg,4.000,4.000,4.000,4.000,4.000
2022-10-02_07-30-15.jpg,4.000,4.000,4.000,4.000,4.000
2022-10-02_09-40-16.jpg,6.000,6.000,6.000,6.000,6.000
2022-10-03_17-50-15.jpg,1.000,1.000,1.000,1.000,1.000
2022-10-05_07-50-16.jpg,5.000,5.000,5.000,5.000,5.000
2022-10-05_10-10-16.jpg,4.000,4.000,4.000,4.000,4.000
2022-10-05_15-50-16.jpg,11.000,11.000,11.000,11.000,11.000
2022-10-07_09-40-15.jpg,4.000,4.000,4.000,4.000,4.000
2022-10-07_18-04-13.jpg,10.000,10.000,10.000,10.000,10.000
