file,metric,DertResNet50_pre_BB426,insightface_pre_BB426,YOLOv8x_pre_BB426,YOLOv8x_pre_BB426_SAHI,YOLOv8x_BB158_500_t16_b,YOLOv8x_BB426_760_t31_b,best_model_name
2022-10-21_13-30-16.jpg,accuracy,0.333,0.000,0.250,0.600,1.000,0.667,YOLOv8x_BB158_500_t16_b
2022-10-21_13-30-16.jpg,precision,1.000,0.000,0.500,0.600,1.000,1.000,DertResNet50_pre_BB426
2022-10-21_13-30-16.jpg,recall,0.333,0.000,0.333,1.000,1.000,0.667,YOLOv8x_pre_BB426_SAHI
2022-10-21_13-30-16.jpg,f1score,0.500,0.000,0.400,0.750,1.000,0.800,YOLOv8x_BB158_500_t16_b
2022-10-21_13-30-16.jpg,support,3.000,0.000,3.000,3.000,3.000,3.000,DertResNet50_pre_BB426
2022-10-21_13-30-16.jpg,mAP,0.269,0.000,0.303,0.782,0.765,0.598,YOLOv8x_pre_BB426_SAHI
2022-10-21_17-50-16.jpg,accuracy,0.364,0.000,0.364,0.455,0.700,0.889,YOLOv8x_BB426_760_t31_b
2022-10-21_17-50-16.jpg,precision,0.667,0.000,0.667,0.714,0.875,1.000,YOLOv8x_BB426_760_t31_b
2022-10-21_17-50-16.jpg,recall,0.444,0.000,0.444,0.556,0.778,0.889,YOLOv8x_BB426_760_t31_b
2022-10-21_17-50-16.jpg,f1score,0.533,0.000,0.533,0.625,0.824,0.941,YOLOv8x_BB426_760_t31_b
2022-10-21_17-50-16.jpg,support,9.000,0.000,9.000,9.000,9.000,9.000,DertResNet50_pre_BB426
2022-10-21_17-50-16.jpg,mAP,0.073,0.000,0.184,0.239,0.428,0.333,YOLOv8x_BB158_500_t16_b
2022-10-22_15-43-52.jpg,accuracy,0.200,0.000,0.250,0.222,0.250,0.222,YOLOv8x_pre_BB426
2022-10-22_15-43-52.jpg,precision,0.400,0.000,0.667,0.500,0.667,0.500,YOLOv8x_pre_BB426
2022-10-22_15-43-52.jpg,recall,0.286,0.000,0.286,0.286,0.286,0.286,DertResNet50_pre_BB426
2022-10-22_15-43-52.jpg,f1score,0.333,0.000,0.400,0.364,0.400,0.364,YOLOv8x_pre_BB426
2022-10-22_15-43-52.jpg,support,7.000,0.000,7.000,7.000,7.000,7.000,DertResNet50_pre_BB426
2022-10-22_15-43-52.jpg,mAP,0.116,0.000,0.258,0.237,0.266,0.258,YOLOv8x_BB158_500_t16_b
2022-10-27_08-50-16.jpg,accuracy,0.167,0.000,0.667,0.500,0.667,1.000,YOLOv8x_BB426_760_t31_b
2022-10-27_08-50-16.jpg,precision,0.200,0.000,0.667,0.500,0.667,1.000,YOLOv8x_BB426_760_t31_b
2022-10-27_08-50-16.jpg,recall,0.500,0.000,1.000,1.000,1.000,1.000,YOLOv8x_pre_BB426
2022-10-27_08-50-16.jpg,f1score,0.286,0.000,0.800,0.667,0.800,1.000,YOLOv8x_BB426_760_t31_b
2022-10-27_08-50-16.jpg,support,2.000,0.000,2.000,2.000,2.000,2.000,DertResNet50_pre_BB426
2022-10-27_08-50-16.jpg,mAP,0.050,0.000,0.184,0.504,0.602,0.702,YOLOv8x_BB426_760_t31_b
